utterance,paraphrase,list_of_slots,intent
what is the forecast for  Lesotho,What's the prognosis for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the forecast of Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What's the outlook for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What are the prospects for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What are the forecasts for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What are the prognoses for Lesotho?,['Lesotho || country'],GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .",Please check the weather forecast for Mauritania on 14 August 2040.,"['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the weather forecast for Mauritania on August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .",Please check the weather forecast in Mauritania on 14 August 2040.,"['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the weather forecast in Mauritania on August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the weather forecast in Mauritania for August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .",Please check the weather forecast for Mauretania on 14 August 2040.,"['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .",Please check the meteo forecast for Mauritania on 14 August 2040.,"['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .",Please check the weather forecast for Mauritania on 14. August 2040.,"['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .",Please check the weather forecast for Mauritania on August 14th 2040.,"['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the weather forecast for Mauretania on August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will the weather be like in Pipe Venezuela in 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,How will the weather in Pipe Venezuela be in 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will the weather in Pipe Venezuela be like in 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,How will the weather be in Pipe Venezuela in 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will be the weather in Pipe Venezuela in 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will the weather be like in Pipe Venezuela 10 years from now?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will the weather be like in Pipe Venezuela in 10 years time?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will the weather be like in Venezuela in 10 years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will the weather be like in Pipe Venezuela in ten years?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
What will the weather be in  Pipe   Venezuela   in 10 years  ?,What will the weather in Pipe Venezuela be like 10 years from now?,"['Pipe || city', 'Venezuela || country', 'in 10 years  || timeRange']",GetWeather
forecast for  Guatemala,Forecast for Guatemala,['Guatemala || country'],GetWeather
forecast for  Guatemala,Prediction for Guatemala,['Guatemala || country'],GetWeather
forecast for  Guatemala,Guatemala forecast,['Guatemala || country'],GetWeather
forecast for  Guatemala,Guidance for Guatemala,['Guatemala || country'],GetWeather
forecast for  Guatemala,Prognosis for Guatemala,['Guatemala || country'],GetWeather
forecast for  Guatemala,Forecasts for Guatemala,['Guatemala || country'],GetWeather
forecast for  Guatemala,Guatemala Forecast,['Guatemala || country'],GetWeather
forecast for  Guatemala,Forecast in Guatemala,['Guatemala || country'],GetWeather
forecast for  Guatemala,Forecast of Guatemala,['Guatemala || country'],GetWeather
forecast for  Guatemala,Forecast for Guatemala.,['Guatemala || country'],GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Will it be stormy in the old Fort Saint Lucia now?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Is it going to be stormy in the old Fort Saint Lucia now?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Is it going to be stormy in the old Fort Saint Lucia?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Will it be stormy in the old Fort Saint Lucia?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Will it now be stormy in the old Fort Saint Lucia?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Is it going to be stormy in old Fort Saint Lucia now?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Is it going to be stormy in old Fort Saint Lucia?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Will it be stormy in old Fort Saint Lucia now?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Is it going to be stormy at the old Fort Saint Lucia now?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
Will it be  stormy  in  Old Fort   Saint Lucia  right  now ?,Will it get stormy in the old Fort Saint Lucia now?,"['stormy || condition_description', 'Old Fort || city', 'Saint Lucia || country', 'now || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will the weather in Lovettsville be sunny on May 24, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will the weather be sunny in Lovettsville on May 24, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will Lovettsville weather be sunny on May 24, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will the Lovettsville weather be sunny on May 24, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will Lovettsville's weather be sunny on May 24, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will the weather in Lovettsville on May 24, 2020 be sunny?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will the weather be sunny at Lovettsville on May 24, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Is the weather going to be sunny in Lovettsville on May 24, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?",Will the weather in Lovettsville be sunny on 24 May 2020?,"['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
"Will the weather be  sunny  in  Lovettsville  on  may the twenty-fourth, 2020 ?","Will the weather in Lovettsville be sunny on May 24th, 2020?","['sunny || condition_description', 'Lovettsville || city', 'may the twenty-fourth, 2020 || timeRange']",GetWeather
What will the weather be in  East Liberty   MN ?,What will the weather be like in East Liberty MN?,"['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,What's the weather like in East Liberty MN?,"['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,How will the weather be in East Liberty MN?,"['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,What is the weather like in East Liberty MN?,"['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,How will the weather in East Liberty MN?,"['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,How will the weather in East Liberty MN be?,"['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"What will the weather be like in East Liberty, MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,What's the weather going to be like in East Liberty MN?,"['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,"What's the weather like in East Liberty, MN?","['East Liberty || city', 'MN || state']",GetWeather
What will the weather be in  East Liberty   MN ?,How is the weather going to be in East Liberty MN?,"['East Liberty || city', 'MN || state']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,what's the forecast for Cropsey for August 5 for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,what is the forecast for Cropsey for August 5 for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,What's the forecast for Cropsey for August 5 for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,what is the forecast for Cropsey for August 5th for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,what's the forecast for Cropsey on August 5 for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,what's the forecast for Cropsey for August 5th for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,What is the forecast for Cropsey for August 5 for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,what is the forecast for Cropsey on August 5 for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,What's the forecast for Cropsey on August 5 for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Cropsey  for  Aug. the 5th  for  warmer  weather,what is the forecast for Cropsey for 5 August for warmer weather,"['Cropsey || city', 'Aug. the 5th || timeRange', 'warmer || condition_temperature']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the prognosis in the same area of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the forecast for the same area of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the forecast in the same area of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the prognosis for the same area of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the prognosis in the same region of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the forecast for the same region of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the forecast in the same region of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the prognosis for the same region of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,What is the forecast for the same area in Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
what is the forecast  within the same area  of  Zambia,How is the prognosis in the same area of Zambia?,"['within the same area || spatial_relation', 'Zambia || country']",GetWeather
What will the weather be in  ID ?,What will the weather be like in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,What is the weather like in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,How is the weather in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,How will the weather in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,How will the weather be in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,How will the weather in ID be?,['ID || state'],GetWeather
What will the weather be in  ID ?,What's the weather like in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,How will the weather change in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,How will the weather turn in ID?,['ID || state'],GetWeather
What will the weather be in  ID ?,What's the weather going to be like in ID?,['ID || state'],GetWeather
what is the forecast for  freezing  weather  here,What is the forecast for the icy weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What is the forecast for the freezing weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What's the forecast for the freezing weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What's the forecast for the icy weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What is the forecast for the frigid weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What's the forecast for the frigid weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What's the forecast for freezing weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What does the forecast for the freezing weather look like here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What's the forecast for icy weather here?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
what is the forecast for  freezing  weather  here,What is the forecast for the freezing weather?,"['freezing || condition_temperature', 'here || current_location']",GetWeather
What's the weather in  FL ?,What's the weather like in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,What is the weather like in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,How is the weather in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,How's the weather in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,What is the weather in Florida like?,['FL || state'],GetWeather
What's the weather in  FL ?,So what's the weather like in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,What are the weather like in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,What is the weather in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,s the weather like in Florida?,['FL || state'],GetWeather
What's the weather in  FL ?,How is the weather like in Florida?,['FL || state'],GetWeather
what is the forecast for  Wyoming  starting at  14,What is the forecast for Wyoming as of 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What's the forecast for Wyoming as of 2 p.m.,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What's the forecast for Wyoming at 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What's the forecast for Wyoming as of 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What's the forecast for Wyoming from 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What is the forecast for Wyoming at 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What is the forecast for Wyoming from 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What is the forecast for Wyoming starting at 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,"As of 2 p.m., what's the forecast for Wyoming?","['Wyoming || state', '14 || timeRange']",GetWeather
what is the forecast for  Wyoming  starting at  14,What's the forecast for Wyoming starting at 2 p.m.?,"['Wyoming || state', '14 || timeRange']",GetWeather
What's the weather  next september  in the  current location ?,What will the weather be like at the current location next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What will the weather be like in the current location next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What will the weather be like next September at the current location?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What will be the weather at the current location next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,How will the weather be at the current location next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What will the weather be like at the current site next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What will the weather be like at the current location in September next year?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,How will the weather at the current location be next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What is the weather like at the current location next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
What's the weather  next september  in the  current location ?,What will the weather be like at our current location next September?,"['next september || timeRange', 'current location || current_location']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland is getting colder than last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland will be colder than last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland is colder than last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland is going to be colder than last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland will get colder than last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland is getting colder than it was last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show Me If Iceland Will Be Colder Than Last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland gets colder than last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland is colder than it was last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Show me whether  Iceland  will be  colder  than it was  last april,Show me if Iceland is going to be colder than it was last April,"['Iceland || country', 'colder || condition_temperature', 'last april || timeRange']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast at 05: 54 in Macedonia.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast at 05: 54 am in Macedonia.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast for Macedonia at 05: 54.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast in Macedonia at 05: 54.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast at 05: 54 a.m. in Macedonia.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast at 05: 54 a.m in Macedonia.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast for 05: 54 in Macedonia.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast at 05: 54 h in Macedonia.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast at 05: 54 hrs in Macedonia.,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
Please check the weather forecast around  05:54  in  Macedonia .,Please check the weather forecast at 05: 54 in Macedonia,"['05:54 || timeRange', 'Macedonia || country']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",What will the weather be like in MI on the twenty-eighth of August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",What will the weather be like in MI on the twenty-eighth August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033","What will the weather be like in MI on the twenty-eighth of August, 2033?","['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",What will the weather in MI be like on the twenty-eighth of August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",What's the weather going to be like in MI on the twenty-eighth of August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",How will the weather in MI be on the twenty-eighth of August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",What will the weather be like in MI on the twenty eighth of August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",What will the weather be like on the twenty-eighth of August 2033 in MI?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",What will be the weather like in MI on the twenty-eighth of August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"what's the weather going to be like in  MI  on  august twenty-eighth, 2033",How will the weather be in MI on the twenty-eighth of August 2033?,"['MI || state', 'august twenty-eighth, 2033 || timeRange']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","How will the weather be in Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","How will the weather be in Grand Detour, UT?","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What is the weather like in Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","How is the weather in Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What will the weather be like in Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","How is the weather in Grand Detour, UT?","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","How will the weather in Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","How the weather will be in Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What the weather will be like in Grand Detour, UT","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
"What is the weather  now  in  Grand Detour ,  UT","What will the weather be like in Grand Detour, UT?","['now || timeRange', 'Grand Detour || city', 'UT || state']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the forecast for moderate weather in KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the forecast for temperate weather in KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the moderate weather forecast for KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the moderate weather forecast in KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the forecast for mild weather in KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the weather forecast for moderate weather in KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What's the forecast for moderate weather in KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the temperate weather forecast for KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the temperate weather forecast in KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What is the forecast in  KY  for  temperate  weather,What is the mild weather forecast for KY?,"['KY || state', 'temperate || condition_temperature']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,What was the weather like last February at William A. Switzer Provincial Park?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,What was the weather like in William A. Switzer Provincial Park last February?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,What was the weather like last February in William A. Switzer Provincial Park?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,What was the weather like at William A. Switzer Provincial Park last February?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,What was the weather like last February in the William A. Switzer Provincial Park?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,How was the weather last February at William A. Switzer Provincial Park?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
