utterance,paraphrase,list_of_slots,intent
what is the forecast starting  next week  in  Guam,What is the forecast for Guam starting next week?,"['next week || timeRange', 'Guam || country']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","Will it get chillier in Las Lomas, British Virgin Islands on Nov. the 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?",Will it get better to chill out at Las Lomas in the British Virgin Islands on Nov. the 21st?,"['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","Can it get cooler in Las Lomas, British Virgin Islands on Nov. 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","Can it get chillier in Las Lomas, British Virgin Islands on Nov. the 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","Why is it scorching in Las Lomas, British Virgin Islands for November 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","Will it get chillier in Las Lomas, British Virgin Islands on Nov. 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","How cold will it get on Nov. 21st in Las Lomas, British Virgin Islands?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","What are the weather conditions in Las Lomas, British Virgin Islands from November 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","What are the odds of getting cooler in Las Lomas, British Virgin Islands Nov. the 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
"Will it get  chillier  in  Las Lomas ,  British Virgin Islands  on  Nov. the 21st ?","Will it get chillier in Las Lomas, British Virgin Islands on Nov. the 21st?","['chillier || condition_temperature', 'Las Lomas || city', 'British Virgin Islands || country', 'Nov. the 21st || timeRange']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,"What is the weather forecast for Kaysville, Maryland on Sunday, and forecast for the entire state at 1 hour.","['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,"Tell me the weather forecast in 1 hour for District Of Columbia in Kaysville, Maryland.","['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,How was the weather in Kaysville today. Tell me the weather forecast in 1 hour for District Of Columbia today.,"['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,"What is the day and hour forecast for the town of Kaysville, Idaho. Tell me the weather forecast in 1 hour.","['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,Will the day be sunny and sunny in January for the District Of Columbia in Kaysville for 4 hours?,"['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,"What is the forecast for Kaysville, DC tomorrow morning. Tell me the weather forecast in 1 hour. For forecasted weather in 4 hours.","['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,"Tell me the weather forecast in 1 hour for District Of Columbia in Kaysville, ND. Tell me the forecast in 1 hour. I live in std.","['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,Tell me the weather forecast in 1 hour for District Of Columbia in Kaysville?,"['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,What is the telematical and weather forecast for the district of Columbia at Kaysville in the next hour?,"['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast  in 1 hour  for  District Of Columbia  in  Kaysville,What is the weather forecast in Kaysville for the next hour.,"['in 1 hour || timeRange', 'District Of Columbia || state', 'Kaysville || city']",GetWeather
Tell me the weather forecast for  here   in seven years,How is the weather going to be in six years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,What are the forecasts for 7 years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Do you think the weather forecast for our area will be in seven years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,What is the forecast for the United States in seven years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,What will the weather be like in 7 years from now?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,What is the weather forecast for this area in seven years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Can I get a forecast for today in the next seven years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Can you tell me what weather will be like in the next seven years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,Will the weather be bad here in 7 years?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
Tell me the weather forecast for  here   in seven years,How will the weather be in 7 years or so?,"['here || current_location', 'in seven years  || timeRange']",GetWeather
how's the weather in  Northfield Center   ME,How's the weather in Northfield Center ME?,"['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,How is Northfield Center ME weather?,"['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,"How's the weather in Northfield Center, ME?","['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,"How's the weather in Northfield Center, ME?","['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,"How is the weather in Northfield Center, ME?","['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,How is the weather in Northfield Center ME?,"['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,What is the weather like in Northfield Center ME?,"['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,How's the weather in Northfield Center ME?,"['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,How is the weather in Northfield Center ME?,"['Northfield Center || city', 'ME || state']",GetWeather
how's the weather in  Northfield Center   ME,How is the weather in Northfield Center ME?,"['Northfield Center || city', 'ME || state']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Can Crystal River see sunny skies this weekend?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Will the weather in Crystal River be warmer in the next few days?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Is the weather going to be warmer and cooler in Crystal River?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Will Crystal River's weather be warmer over the next few days?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,How likely is it to be hotter in Crystal River this week?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Will the weather this week be cooler in Crystal River?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Does Crystal River have warm weather this week?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Will the weather be cooler in Crystal River next week?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,Is it possible for the weather to be warmer in Crystal River this week?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Will the weather this  week  be  warmer  in  Crystal River ?,How will the weather be in Crystal River next week?,"['week || timeRange', 'warmer || condition_temperature', 'Crystal River || city']",GetWeather
Weather at  Norfolk Island,Weather at Norfolk Island during March 15. Weather at Arica Airport.,['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,"Weather Forecast for Norfolk Island. November 2013 - March 4, 2014.",['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,What is the weather at Norfolk island today?,['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,"What is the weather on the Norfolk Island, Virginia.?",['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,"Weather at Norfolk Island, North Carolina.",['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,What is the weather at Norfolk Island?,['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,"Weather at Norfolk Island, California (April-September)?",['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,"Weather at Norfolk Island, Florida. August, 26. August.",['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,Weather at Norfolk Island. What is the forecast for November 7th?,['Norfolk Island || country'],GetWeather
Weather at  Norfolk Island,"Weather in Norfolk Island, Florida.",['Norfolk Island || country'],GetWeather
What will the weather be  neighboring   La Tigra National Park ?,When will the weather be near La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What will be the weather for the surrounding La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,How will the weather be like in the next few days at La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What is the weather like in La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What would the weather be like at La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What will the weather be like near La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What will the weather be like at La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What will the weather be like in nearby La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What will be the weather in surrounding La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
What will the weather be  neighboring   La Tigra National Park ?,What will be the weather and the tourists present in front of La Tigra National Park?,"['neighboring || spatial_relation', 'La Tigra National Park || geographic_poi']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What is the weather forecast for Ethridge, Maryland, today?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What is the forecast for Ethridge, Maryland tomorrow morning?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What is the weather forecast for Ethridge, Maryland, Monday, September 6th.","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What is the forecast for Ethridge, Maryland?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","How is the weather in Ethridge, Maryland?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What are the weather forecasts for Ethridge, Maryland?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What's the weather forecast in Ethridge, Maryland?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What is the weather forecast for Ethridge, Maryland this week?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What is the weather forecast for Ethridge, Maryland in June?","['Ethridge || city', 'Maryland || state']",GetWeather
"Tell me the weather forecast for  Ethridge ,  Maryland","What is the weather forecast for Ethridge, MD?","['Ethridge || city', 'Maryland || state']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,How would the Faroe Islands weather be like today with clouds covering the island for a week?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,Which is the best weather forecast for Faroe Islands for cloud and wind?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,"What is forecast for clouds after 4 PM on Friday, 3 AM in Faroe Islands and 3-5 AM on Mon.?","['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,How is the forecast for Faroe Islands of cloud weather starting from Friday september 2nd?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,What is the forecast starting in a week and a half in Faroe Islands for clouds weather?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,What should be the forecast for Faroe Islands cloud weather over the next week and a half?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,What is the forecast starting in a week and a half in Faroe Islands for cloud weather?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,What is the forecast starting in a week and a half in Faroe Islands for cloud weather?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,What is the forecast starting in a week and a half in Faroe Islands for cloudy weather?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast starting  in a week and a half  in  Faroe Islands  for  cloud  weather,What is the forecast starting in a week and a half in Faroe Islands for cloud weather?,"['in a week and a half || timeRange', 'Faroe Islands || country', 'cloud || condition_description']",GetWeather
what is the forecast for  Tennessee,What's the forecast for Tennessee?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the forecast for Tennessee in March?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the forecast for Tennessee?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the forecast for Tennessee this coming week?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the forecast for Tennessee this weekend?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the weather in Tennessee for the next two weeks?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the forecast for Tennessee for the next few days?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,"What's the forecast for Nashville, Tennessee?",['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the forecast for Tennessee?,['Tennessee || state'],GetWeather
what is the forecast for  Tennessee,What is the forecast for Tennessee next week?,['Tennessee || state'],GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?",Will it be freezing in El Casco Czechia April 14th 2033?,"['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will it be freezing in El Casco Czechia April 14th, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will it be freezing in El Casco Czechia on Apr. fourteenth, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will it be freezing in El Casco Czechia on Apr. fourteenth, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will it be freezing in El Casco Czechia on Apr. fourteenth, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will it be freezing in El Casco Czechia on Apr. fourteenth, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will it be freezing in El Casco Czechia on Apr. fourteenth, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will it be freezing in El Casco Czechia on Apr. fourteenth, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Will El Casco Czechia be freezing on Apr. fourteenth, 2033?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
"Will it be  freezing  in  El Casco   Czechia  on  Apr. fourteenth, 2033 ?","Is it freezing in El Casco Czechia on April 14, 2019?","['freezing || condition_temperature', 'El Casco || city', 'Czechia || country', 'Apr. fourteenth, 2033 || timeRange']",GetWeather
want to eat somewhere  windy  in  NM,Want to eat somewhere windy in NM?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Why do I want to eat somewhere windy in Nebraska?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,What's a good place to eat when it's windy?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,"Do you eat somewhere windy in NM? Why, or why not?","['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Are there any windy beaches to eat in NM?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,What is good windy eating in NM?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Are there any windy places to eat?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,What's a good windy place to eat?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Is it windy or raining or something windy in NM?,"['windy || condition_description', 'NM || state']",GetWeather
want to eat somewhere  windy  in  NM,Why should I eat somewhere windy in N.M?,"['windy || condition_description', 'NM || state']",GetWeather
Weather in  Witt   october twenty-sixth,What are the expected conditions in Witt on october 26th?,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,"Weather in Witt october twenty-sixth. Witt october 13th, Witt october 15th, Witt Witt october 17, Witt August 10, Witt Witt September 17, Witt Witt, Witt Witt?","['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,Weather in Witt october twenty-sixth September 2000.,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,Weather in Witt october twenty-sixth october 2016?,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,Weather in Witt october twenty-sixth october 19th october.,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,Weather in Witt october twenty-sixth october 2016.,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,Weather in Witt october twenty-sixth?,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,"Weather in Witt october twenty-sixth october 2015, and forecast for Witt.","['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,Weather in Witt is the october twenty-sixth october.,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
Weather in  Witt   october twenty-sixth,What kind of weather in Witt August 17th -tho October 18th.,"['Witt || city', 'october twenty-sixth || timeRange']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Will it be snowy on february the 14th, 2021 in Port Armstrong?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Will it be snowy on february the 14th, 2021 in Port Armstrong?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?",Will it be snowy on February 14th 2021 in Port Armstrong?,"['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Will it snow again on February 14th, 2021 in Port Armstrong?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Is January 5th, 2021 predicted as it will be snowy outside in Port Armstrong?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Will it be snowy in Port Armstrong on february the 14th, 2021?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Will it be snowy on January 14th, 2021 in Port Armstrong?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?",Will it be snowy in Port Armstrong next week?,"['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Will it be snowy on February 14th, 2021 in Port Armstrong?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
"Will it be  snowy  on  february the 14th, 2021  in  Port Armstrong ?","Will it be snowy in Port Armstrong on February 14th, 2021?","['snowy || condition_description', 'february the 14th, 2021 || timeRange', 'Port Armstrong || city']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Will there be rain in Ryland Heights, NY?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,Will there be rainfall in Ryland Heights?,"['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,Is there going to be rainfall in Ryland Heights New York?,"['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"What are the chances of rainfall in Ryland Heights, New York?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Can we expect rain in Ryland Heights, New York?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,Will there be rain in Ryland Heights?,"['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Will there be rain in Ryland Heights, New York?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Will there be any rainfall in Ryland Heights, New York?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Will there be rainfall in Ryland Heights on Saturday, March 12th?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Will there be more rainfall in Ryland Heights, NYC?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
what is the forecast for  Lesotho,"What are the forecasts for Lesotho, Ghana, and the Republic of Korea?",['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the forecast for Lesotho tomorrow?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the future of Lesotho in the middle of the year?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the forecast for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the forecast for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the forecast for Lesotho for next 2 months?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the forecast of Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What are forecasts for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,Forecast for Lesotho?,['Lesotho || country'],GetWeather
what is the forecast for  Lesotho,What is the forecast for Lesotho?,['Lesotho || country'],GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the forecast on Mauritania in August, 2040 and tomorrow, 11:30am to 11am. Please wait for a good wind storm warning?","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the weather forecast for Mauritania on August 14, 2040. Please check the weather forecast for Mauritania on August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the weather forecast for Mauritania in 2040. Please check the weather forecast for August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Can anyone show me the forecast for Mauritania on August 14, 2040?","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","How will the weather in Mauritania be on August 14, 2040?","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Please check the weather forecast for Mauritania on August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
