utterance,paraphrase,list_of_slots,intent
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,There was rain last March in Greenbrie Egypt?,"['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Was there  rainfall   last mar.  in  Greenbrier   Egypt ?,Was it raining last March in Greenbrie Egypt?,"['rainfall || condition_description', 'last mar. || timeRange', 'Greenbrier || city', 'Egypt || country']",GetWeather
Will it be  chillier  in  Uruguay   in 213 days ?,Will it be cold in Uruguay after 213?,"['chillier || condition_temperature', 'Uruguay || country', 'in 213 days || timeRange']",GetWeather
Will it be  chillier  in  Uruguay   in 213 days ?,Will it be cold in Uruguay after 213 days?.,"['chillier || condition_temperature', 'Uruguay || country', 'in 213 days || timeRange']",GetWeather
Will it be  chillier  in  Uruguay   in 213 days ?,Will it be cold in Uruguay after 213 days??,"['chillier || condition_temperature', 'Uruguay || country', 'in 213 days || timeRange']",GetWeather
Will it be  chillier  in  Uruguay   in 213 days ?,Will it be cold in Uruguay after 213 days?,"['chillier || condition_temperature', 'Uruguay || country', 'in 213 days || timeRange']",GetWeather
Will it be  chillier  in  Uruguay   in 213 days ?,Will it'll be cold in Uruguay over 213 days?,"['chillier || condition_temperature', 'Uruguay || country', 'in 213 days || timeRange']",GetWeather
What is the weather in  Weidman  will it be  warm,What the weather is in Weidman will be hot,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,What weather is in Weidman will be warm.,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,What the weather is in Weidman will be warm.,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,What weather is in Weidman will be warm,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,What the weather is in Weidman will be warm,"['Weidman || city', 'warm || condition_temperature']",GetWeather
Tell me if there will be  sun  in the  afternoon  in  NH,Tell me if there will be sunshine in the afternoon,"['sun || condition_description', 'afternoon || timeRange', 'NH || state']",GetWeather
Tell me if there will be  sun  in the  afternoon  in  NH,Tell me if there will be sun in the afternoon in NH,"['sun || condition_description', 'afternoon || timeRange', 'NH || state']",GetWeather
Tell me if there will be  sun  in the  afternoon  in  NH,Tell me if there will be sunshine in the afternoon in #NH,"['sun || condition_description', 'afternoon || timeRange', 'NH || state']",GetWeather
Tell me if there will be  sun  in the  afternoon  in  NH,Tell me if there'll be sunshine in the afternoon in NH,"['sun || condition_description', 'afternoon || timeRange', 'NH || state']",GetWeather
Tell me if there will be  sun  in the  afternoon  in  NH,Tell me if there will be sunshine in the afternoon in NH,"['sun || condition_description', 'afternoon || timeRange', 'NH || state']",GetWeather
Will it still be  warm   nineteen hours from now  in  PA,Is it still warm 19 hours from now,"['warm || condition_temperature', 'nineteen hours from now || timeRange', 'PA || state']",GetWeather
Will it still be  warm   nineteen hours from now  in  PA,"Is it still warm 19 hours from now, in PA","['warm || condition_temperature', 'nineteen hours from now || timeRange', 'PA || state']",GetWeather
Will it still be  warm   nineteen hours from now  in  PA,Is it still warm nineteen hours away in PA,"['warm || condition_temperature', 'nineteen hours from now || timeRange', 'PA || state']",GetWeather
Will it still be  warm   nineteen hours from now  in  PA,Is it still warm 19 hours from now on in PA,"['warm || condition_temperature', 'nineteen hours from now || timeRange', 'PA || state']",GetWeather
Will it still be  warm   nineteen hours from now  in  PA,Is it still warm nineteen hours away in PA?,"['warm || condition_temperature', 'nineteen hours from now || timeRange', 'PA || state']",GetWeather
Will it be  humid  at the  current location   one minute from now ?,Would it be moist at its current location a minute from now?,"['humid || condition_description', 'current location || current_location', 'one minute from now || timeRange']",GetWeather
Will it be  humid  at the  current location   one minute from now ?,Will it'll be moist at the present location in a minute?,"['humid || condition_description', 'current location || current_location', 'one minute from now || timeRange']",GetWeather
Will it be  humid  at the  current location   one minute from now ?,Will it'll be moist at its current location in a minute?,"['humid || condition_description', 'current location || current_location', 'one minute from now || timeRange']",GetWeather
Will it be  humid  at the  current location   one minute from now ?,Will it'll be moist at the present location a minute from now?,"['humid || condition_description', 'current location || current_location', 'one minute from now || timeRange']",GetWeather
Will it be  humid  at the  current location   one minute from now ?,Will it'll be moist at its current location a minute from now?,"['humid || condition_description', 'current location || current_location', 'one minute from now || timeRange']",GetWeather
What will the weather be  in 3 years   in  Eros   NC ?,What will be the weather in 3years in Eros?,"['in 3 years  || timeRange', 'Eros || city', 'NC || state']",GetWeather
What will the weather be  in 3 years   in  Eros   NC ?,What will be the weather in 3years in ErosNC?,"['in 3 years  || timeRange', 'Eros || city', 'NC || state']",GetWeather
What will the weather be  in 3 years   in  Eros   NC ?,What will be the weather in 3years in Eros NC ?,"['in 3 years  || timeRange', 'Eros || city', 'NC || state']",GetWeather
What will the weather be  in 3 years   in  Eros   NC ?,What will be the weather in 3years in Eros NC??,"['in 3 years  || timeRange', 'Eros || city', 'NC || state']",GetWeather
What will the weather be  in 3 years   in  Eros   NC ?,What will be the weather in 3years in Eros NC?,"['in 3 years  || timeRange', 'Eros || city', 'NC || state']",GetWeather
is the weather going to be  hotter  in  RI   in one year,the weather will be warmer in RI in one year,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Weather will be warmer in RI in one year,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Weather will be warmer in RI in a year.,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,the weather will be warmer in RI in a year,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Weather will be warmer in RI in a year,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,what is forecast for the NV for the first day of Sukkot,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the prediction for NV on the first day of Sukkot,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,what the forecast is for NV for the first day of Sukkot,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,What is the prediction for NV for the first day of Sukkot,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
what is the forecast for  NV  for  First Day Of Sukkot,which is the prediction for NV for the first day of Sukkot,"['NV || state', 'First Day Of Sukkot || timeRange']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me whether it’s cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell them if it's cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell us if it's cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell you if it's cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
Tell me if it is  cold  in  Federated States Of Micronesia,Tell me whether it's cold in the Federated States of Micronesia,"['cold || condition_temperature', 'Federated States Of Micronesia || state']",GetWeather
What kind of weather will be in  TN   a week from now  ?,What sort of weather is there in TN in a week?,"['TN || state', 'a week from now || timeRange']",GetWeather
What kind of weather will be in  TN   a week from now  ?,What sort of weather is going to be in TN in a week?,"['TN || state', 'a week from now || timeRange']",GetWeather
What kind of weather will be in  TN   a week from now  ?,What sort of weather is going to be there in TN in a week?,"['TN || state', 'a week from now || timeRange']",GetWeather
What kind of weather will be in  TN   a week from now  ?,What sort of weather is going to be on TN in a week?,"['TN || state', 'a week from now || timeRange']",GetWeather
What kind of weather will be in  TN   a week from now  ?,What sort of weather is going to be on TN in a week's time?,"['TN || state', 'a week from now || timeRange']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,Will It Rain in Ryland Heights New York?,"['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Will we have rain in Ryland Heights, New York?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,Will it rain on Ryland Heights in New York City?,"['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,Will it rain on Ryland Heights in New York?,"['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
Will there be  rainfall  in  Ryland Heights   New York ?,"Will it rain on Ryland Heights, New York?","['rainfall || condition_description', 'Ryland Heights || city', 'New York || state']",GetWeather
What is the weather  now   nearby   Petit Manan National Wildlife Refuge ?,What’s the weather right now at the nearby Little Manan National Forest Refuge?,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  now   nearby   Petit Manan National Wildlife Refuge ?,What’s the weather right now at the nearby Little Manan National Life Refuge?,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  now   nearby   Petit Manan National Wildlife Refuge ?,What’s the weather right now at the nearby Little Manan National Nature Refuge?,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  now   nearby   Petit Manan National Wildlife Refuge ?,What’s the weather right now at the nearby Little Manan National Wildlife Refuge?,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
What is the weather  now   nearby   Petit Manan National Wildlife Refuge ?,What’s the weather right now at the nearby Petit Manan State Wildlife Refuge?,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Check out the weather projection for Mauritania as of August 14,2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Check out the weather projection for Mauritania for August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Check out the weather estimate for Mauritania for August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Check out the weather projection for Mauritania as of August 14, 2040.","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Please check the weather forecast for  Mauritania  on  August 14, 2040 .","Check out the weather projection for Mauritania for August 14, 2040 .","['Mauritania || country', 'August 14, 2040 || timeRange']",GetWeather
"Will there be a  snowstorm  in  Pomona ,  New Mexico ?","Will there'll be snowstorm in Pomona, New Mexico?","['snowstorm || condition_description', 'Pomona || city', 'New Mexico || state']",GetWeather
"Will there be a  snowstorm  in  Pomona ,  New Mexico ?","Will there be snowstorm in Pomona, New Mexico?","['snowstorm || condition_description', 'Pomona || city', 'New Mexico || state']",GetWeather
"Will there be a  snowstorm  in  Pomona ,  New Mexico ?","Would there be any snowstorm in Pomona, New Mexico?","['snowstorm || condition_description', 'Pomona || city', 'New Mexico || state']",GetWeather
"Will there be a  snowstorm  in  Pomona ,  New Mexico ?","Will there'll be a blizzard inPomona, New Mexico?","['snowstorm || condition_description', 'Pomona || city', 'New Mexico || state']",GetWeather
"Will there be a  snowstorm  in  Pomona ,  New Mexico ?","Will there'll be a blizzard in Pomona, New Mexico?","['snowstorm || condition_description', 'Pomona || city', 'New Mexico || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when there will be a blizzard over Estes Park, Utah.","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when there will be a blizzard in Estates Park, Utah.","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when there will be a blizzard over Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when there will be a blizzard in Estates Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
"Tell me when it will  blizzard  in  Estes Park ,  Utah","Tell me when there will be a blizzard at Estes Park, Utah","['blizzard || condition_description', 'Estes Park || city', 'Utah || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I wants to book an Iowa restaurant in forty weeks,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I wants to book one restaurant in Iowa in 40 weekends.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I wants to book an Iowa restaurant in about 40 weeks.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I wants to book an Iowa restaurant in forty weeks.,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
I want to book a restaurant  in 40 weeks  in  Iowa .,I wants to book an Iowa restaurant in forty weeks .,"['in 40 weeks || timeRange', 'Iowa || state']",GetWeather
"Weather in  Grey Eagle  on  Feb. fifteenth, 2034","Weather at Grey Eagle on February 15, 2034","['Grey Eagle || city', 'Feb. fifteenth, 2034 || timeRange']",GetWeather
"Weather in  Grey Eagle  on  Feb. fifteenth, 2034","Weather at Grey Eagle February 15, 2034","['Grey Eagle || city', 'Feb. fifteenth, 2034 || timeRange']",GetWeather
"Weather in  Grey Eagle  on  Feb. fifteenth, 2034","Weather on Grey Eagle February 15, 2034","['Grey Eagle || city', 'Feb. fifteenth, 2034 || timeRange']",GetWeather
"Weather in  Grey Eagle  on  Feb. fifteenth, 2034","Weather in Gray Eagle on February 15, 2034.","['Grey Eagle || city', 'Feb. fifteenth, 2034 || timeRange']",GetWeather
"Weather in  Grey Eagle  on  Feb. fifteenth, 2034","Weather in Gray Eagle on February 15, 2034","['Grey Eagle || city', 'Feb. fifteenth, 2034 || timeRange']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Weather is needed for 1pm in Russell Gardens or nearby.,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Weather is needed for 1pm in Russell Parks or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Weather is needed for 1pm in Russell Gardens or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Weather is needed for 1pm in the Russell Gardens or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
Need weather for  1 pm  in  Russell Gardens  or  close-by,Weather is needed for 1 pp. m. at Russell Gardens or nearby,"['1 pm || timeRange', 'Russell Gardens || city', 'close-by || spatial_relation']",GetWeather
What will the weather be a  nine  in  Willow River State Park ?,What's going to be a 9 in Willow River Statepark?,"['nine || timeRange', 'Willow River State Park || geographic_poi']",GetWeather
What will the weather be a  nine  in  Willow River State Park ?,What's going to be 9 in Willow Rio State Park?,"['nine || timeRange', 'Willow River State Park || geographic_poi']",GetWeather
What will the weather be a  nine  in  Willow River State Park ?,What's going to be 9 in Willow Creek State Park?,"['nine || timeRange', 'Willow River State Park || geographic_poi']",GetWeather
What will the weather be a  nine  in  Willow River State Park ?,What's going to be 9 in Willow River State Park?,"['nine || timeRange', 'Willow River State Park || geographic_poi']",GetWeather
What will the weather be a  nine  in  Willow River State Park ?,What's going to be a 9 in Willow River State Park?,"['nine || timeRange', 'Willow River State Park || geographic_poi']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",Will there be sunshine on 1 March 2026 at Forty Fort??,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?","Will there be sunshine on March 31, 2026 in Forty Fort?","['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",Will there be sunshine on 1 March 2026 in Forty Fort?,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",Will there be sunshine on 1 March 2026 in Fourty Fort?,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
"Will it be  sunny  on  March 1, 2026  in  Forty Fort ?",Will there be sunshine on 1 March 2026 at Forty Fort?,"['sunny || condition_description', 'March 1, 2026 || timeRange', 'Forty Fort || city']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,what a sunny outlook for the Dundas Valley,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,what a sunny outlook for the Dundas Valley Protection Area?,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,what a sunny outlook for the Dundas Valley Preserve Area,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,what a sunny outlook for the Dundas Valley Protection Area,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
what is the  sunny  condition outlook for  Dundas Valley Conservation Area,what a sunny outlook for the Dundas Valley Preservation Area,"['sunny || condition_description', 'Dundas Valley Conservation Area || geographic_poi']",GetWeather
give me the forecast for  next Tues.  for  Ree Heights,give me prognosis for the next Tue. for Ree Highs,"['next Tues. || timeRange', 'Ree Heights || city']",GetWeather
give me the forecast for  next Tues.  for  Ree Heights,give me prognoses for the next Tue. for Ree Heights,"['next Tues. || timeRange', 'Ree Heights || city']",GetWeather
give me the forecast for  next Tues.  for  Ree Heights,give me prognosis for the next Tue. for Rie Heights,"['next Tues. || timeRange', 'Ree Heights || city']",GetWeather
give me the forecast for  next Tues.  for  Ree Heights,give me prognosis for the next Cues. for Ree Heights,"['next Tues. || timeRange', 'Ree Heights || city']",GetWeather
give me the forecast for  next Tues.  for  Ree Heights,give me prognosis for the next Tue. for Ree Heights,"['next Tues. || timeRange', 'Ree Heights || city']",GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me Svalbard and Jan Mayen weather forecast,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me weather forecast of Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me weather forecasts for Svalbard and Yan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me weather forecasts for Svalbard & Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
Give me the weather forecast for  Svalbard and Jan Mayen,Give me weather forecasts for Svalbard and Jan Mayen,['Svalbard and Jan Mayen || country'],GetWeather
"What will the weather be  here  on  January twenty-first, 2029 ?","What will be the weather here in January 21, 2029?""","['here || current_location', 'January twenty-first, 2029 || timeRange']",GetWeather
"What will the weather be  here  on  January twenty-first, 2029 ?","What will be the weather here in January 21, 2029?”","['here || current_location', 'January twenty-first, 2029 || timeRange']",GetWeather
"What will the weather be  here  on  January twenty-first, 2029 ?","What will be the weather here January 21, 2029?","['here || current_location', 'January twenty-first, 2029 || timeRange']",GetWeather
"What will the weather be  here  on  January twenty-first, 2029 ?","What will be the weather here on January 21, 2029?","['here || current_location', 'January twenty-first, 2029 || timeRange']",GetWeather
"What will the weather be  here  on  January twenty-first, 2029 ?","What will be the weather here in January 21, 2029?","['here || current_location', 'January twenty-first, 2029 || timeRange']",GetWeather
Tell me the weather forecast for  1 month from now  in  Wilkesboro,Tell me weather forecasts for 1 month from now in Wilkesboro,"['1 month from now || timeRange', 'Wilkesboro || city']",GetWeather
Tell me the weather forecast for  1 month from now  in  Wilkesboro,Tell me weather forecast for 1 month from now on in Wilkesboro,"['1 month from now || timeRange', 'Wilkesboro || city']",GetWeather
Tell me the weather forecast for  1 month from now  in  Wilkesboro,Tell me weather forecast for 1 month from now in Wilkesboro.,"['1 month from now || timeRange', 'Wilkesboro || city']",GetWeather
Tell me the weather forecast for  1 month from now  in  Wilkesboro,Tell me the weather forecast for 1 month from now in Wilkesboro,"['1 month from now || timeRange', 'Wilkesboro || city']",GetWeather
Tell me the weather forecast for  1 month from now  in  Wilkesboro,Tell me weather forecast for 1 month from now in Wilkesboro,"['1 month from now || timeRange', 'Wilkesboro || city']",GetWeather
what is the forecast starting at  six pm  at  Janes Island State Park,Which is the prediction starting at 6 p.m. in Janes Island State Park,"['six pm || timeRange', 'Janes Island State Park || geographic_poi']",GetWeather
what is the forecast starting at  six pm  at  Janes Island State Park,Which is the prediction starting at 6 p.m. at Jane's Island States Park,"['six pm || timeRange', 'Janes Island State Park || geographic_poi']",GetWeather
what is the forecast starting at  six pm  at  Janes Island State Park,Which is the prediction starting at 6 p.m. at Jane's Island National Park,"['six pm || timeRange', 'Janes Island State Park || geographic_poi']",GetWeather
what is the forecast starting at  six pm  at  Janes Island State Park,Which is the prediction starting at 6 p.m. in Janes Island States Park,"['six pm || timeRange', 'Janes Island State Park || geographic_poi']",GetWeather
what is the forecast starting at  six pm  at  Janes Island State Park,Which is the prediction starting at 6 p.m. at Jane's Island State Park,"['six pm || timeRange', 'Janes Island State Park || geographic_poi']",GetWeather
what is the forecast for  Sea Isle City  in  Louisiana  for  warmer  weather,What is the prediction for Sea Île City in Louisiana for warmer weather,"['Sea Isle City || city', 'Louisiana || state', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Sea Isle City  in  Louisiana  for  warmer  weather,What is the prediction for Sea Island City in Louisiana for warmer weather?,"['Sea Isle City || city', 'Louisiana || state', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Sea Isle City  in  Louisiana  for  warmer  weather,which is the prediction for Sea Island City in Louisiana for warmer weather,"['Sea Isle City || city', 'Louisiana || state', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Sea Isle City  in  Louisiana  for  warmer  weather,What is the prediction for Sea Island City in Louisiana for warmer weather,"['Sea Isle City || city', 'Louisiana || state', 'warmer || condition_temperature']",GetWeather
what is the forecast for  Sea Isle City  in  Louisiana  for  warmer  weather,What is the prediction for Sea Island City in Louisiana for the warmer weather,"['Sea Isle City || city', 'Louisiana || state', 'warmer || condition_temperature']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it freeze not far away from the Courrant Mountain Desert?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it freeze not far away from the Courrant Mountain Wildernes.,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it freeze not far away from the Courrant Mountain Wilderness.,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it freeze not far away from the Currant Hill Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  freezing   not far  from the  Currant Mountain Wilderness ?,Will it freeze not far away from the Courrant Mountain Wilderness?,"['freezing || condition_temperature', 'not far || spatial_relation', 'Currant Mountain Wilderness || geographic_poi']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will there be heat at the current location two hundred and fourteen days away?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will there be heat at the present location two hundred and fourteen days from now?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will there be heat in the present location two hundred and fourteen days from now?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will it get hot at the current location two hundred and fourteen days from now?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
Will it be  hot  in the  current place   two hundred fourteen days from now ?,Will there be heat at the current location two hundred and fourteen days from now?,"['hot || condition_temperature', 'current place || current_location', 'two hundred fourteen days from now || timeRange']",GetWeather
What will the weather be in  Carlock  on  nov. the 9th ?,What will be the weather in Carlock on the 9th?.,"['Carlock || city', 'nov. the 9th || timeRange']",GetWeather
What will the weather be in  Carlock  on  nov. the 9th ?,What will be the weather in Carlock on the 9th??,"['Carlock || city', 'nov. the 9th || timeRange']",GetWeather
What will the weather be in  Carlock  on  nov. the 9th ?,What will be the weather in Carlock for the 9th?,"['Carlock || city', 'nov. the 9th || timeRange']",GetWeather
What will the weather be in  Carlock  on  nov. the 9th ?,What will be the weather in Carlok on the 9th?,"['Carlock || city', 'nov. the 9th || timeRange']",GetWeather
What will the weather be in  Carlock  on  nov. the 9th ?,What will be the weather in Carlock on the 9th?,"['Carlock || city', 'nov. the 9th || timeRange']",GetWeather
Will it be  warmer   near   here  on  jan. the fifteenth ?,"Is it going to be warmer around here in January, the fifteenth?","['warmer || condition_temperature', 'near || spatial_relation', 'here || current_location', 'jan. the fifteenth || timeRange']",GetWeather
Will it be  warmer   near   here  on  jan. the fifteenth ?,Is it going to be warmer around here in January? the 15th?,"['warmer || condition_temperature', 'near || spatial_relation', 'here || current_location', 'jan. the fifteenth || timeRange']",GetWeather
Will it be  warmer   near   here  on  jan. the fifteenth ?,Is it going to be warmer around here in January. the fifteenth?,"['warmer || condition_temperature', 'near || spatial_relation', 'here || current_location', 'jan. the fifteenth || timeRange']",GetWeather
Will it be  warmer   near   here  on  jan. the fifteenth ?,Is it going to be warmer around here in January? the fifteenth?,"['warmer || condition_temperature', 'near || spatial_relation', 'here || current_location', 'jan. the fifteenth || timeRange']",GetWeather
Will it be  warmer   near   here  on  jan. the fifteenth ?,Is it going to be warmer around here in January? on the fifteenth?,"['warmer || condition_temperature', 'near || spatial_relation', 'here || current_location', 'jan. the fifteenth || timeRange']",GetWeather
"What is the weather forecast for  California  on  august the 13th, 2019 ?","What's the weather forecast in California for August 13, 2019","['California || state', 'august the 13th, 2019 || timeRange']",GetWeather
"What is the weather forecast for  California  on  august the 13th, 2019 ?","What's the weather forecast in California for August 13, 2019.","['California || state', 'august the 13th, 2019 || timeRange']",GetWeather
"What is the weather forecast for  California  on  august the 13th, 2019 ?","What's the weather forecast in California for August 13, 2019??","['California || state', 'august the 13th, 2019 || timeRange']",GetWeather
"What is the weather forecast for  California  on  august the 13th, 2019 ?","What's the weather forecasts for California for August 13, 2019?","['California || state', 'august the 13th, 2019 || timeRange']",GetWeather
"What is the weather forecast for  California  on  august the 13th, 2019 ?","What's the weather forecast in California for August 13, 2019?","['California || state', 'august the 13th, 2019 || timeRange']",GetWeather
need a table  now  somewhere  nearby   Petit Manan National Wildlife Refuge,Need a table somewhere near the Petit Mana National Wildlife Refuge,"['now || timeRange', 'nearby || spatial_relation', 'Petit Manan National Wildlife Refuge || geographic_poi']",GetWeather
